ID,Domain,Language,Language_Code,PSA,PSA_Type,Source_URL,Source_Title,Publisher,Organization_Type,Published_Date,Licence,Licence_URL,Licence_Evidence,Collected_At,Parallel_Group_ID,Parallel_Link_URL,Review_Status
KAPSA-3FEBDF82D09036719B,www.infonet-biovision.org,English,en,Sugarcane: Conserve and encourage natural enemies . For more information on Natural enemies click here,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-E0CCBCC5367F527549,www.infonet-biovision.org,English,en,Sugarcane: Practise field sanitation. For more information on Field sanitation click here,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-D9D59149F03EF3A18C,www.infonet-biovision.org,English,en,"It is a primarily a disease of the vascular system. It got its name from slimy gum that oozes from cut ends of infected stalks. Yellowish streaks, usually dotted with red or brownish spots are produced on the leaves near the tips. These spots often widen to a V-shape towards the leaf tip. Top rotting may result when the terminal bud is attacked resulting to shooting of the lateral buds. The disease is transmitted in infected cuttings used for seed, knife cuts and other means of physical contacts.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-374BF981CF45AD76AA,www.infonet-biovision.org,English,en,"Sugarcane: Management measures consist of use of disease-free planting material, resistant varieties and sterilisation of cutting tools.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-F4F32E51464D66C8DE,www.infonet-biovision.org,English,en,"It is a vascular disease but differs from gummosis in that there is no oozing of gum from cut ends. Also leaf streaks due to leaf scald are different: they begin as sharply defined, narrow, white pencil stripes, which may extend the entire leaf length. As the leaves grow older, the streaks tend to broaden and become more diffuse. There may be only one or several streaks on a leaf. Sometimes, instead of definite streaks, the entire shoot is chlorotic to nearly white. Affected plants become stunted and in advanced disease stage some shoots or the entire stool may suddenly wilt and die.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-17C18D63B22DDC13AC,www.infonet-biovision.org,English,en,"It is a vascular disease but differs from gummosis in that there is no oozing of gum from cut ends. Also leaf streaks due to leaf scald are different: they begin as sharply defined, narrow, white pencil stripes, which may extend the entire leaf length.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-14D0FB7EB53197834E,www.infonet-biovision.org,English,en,"As the leaves grow older, the streaks tend to broaden and become more diffuse. There may be only one or several streaks on a leaf. Sometimes, instead of definite streaks, the entire shoot is chlorotic to nearly white. Affected plants become stunted and in advanced disease stage some shoots or the entire stool may suddenly wilt and die.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-860D01B0359B68A865,www.infonet-biovision.org,English,en,Sugarcane: Typical white streaking of the leaves found on sugaracane plants with leaf scald Xanthomonas albilineans,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-C4BD71D4F0EA7496D8,www.infonet-biovision.org,English,en,Disease management measures for gummosis are applicable for leaf scald. Also heat treatment of planting for 3 hours at 50 0 C provides effective control.,Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-CF52ECB57BBCD37B5D,www.infonet-biovision.org,English,en,"Adult female is pinkish and it is elongated, oval to round in shape, and about 7 mm long. This mealybug is usually found in colonies on the stem beneath the sheath but is sometimes found on the stem just below ground level, on the root crowns, on the stem buds, and underneath the leaves. The leaves often turn red at the bases as a result of mealybug attack. Sooty moulds often develop in severe infestations and ants feed on honey dew excreted by the mealybugs. This mealybug is often present in very large numbers, which excrete a considerable amount of honeydew.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-52936765A92662F4F9,www.infonet-biovision.org,English,en,"Damage is partially caused by the insect sucking the plant sap, which may lead to stunting and yellowing, thin canes, death of young shoots and impaired growth when mealybugs are present in high numbers, but direct damage rarely causes yield loss in sugarcane. Most damage is caused by honeydew excreted by the mealybugs and the gums exuded from the wounded parts, which interfere with the synthesis of raw sugar juice leading to filtration and clarification problems, lower quality of the syrup and reduced crystallisation. Severe attacks decrease the general vitality of the plants, which become more susceptible to diseases.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-DB32EFBF5C2B1184EC,www.infonet-biovision.org,English,en,Cultural methods such as destruction of crop residues and trash; clean cultivation; and use of non-infested planting material is the best way of controlling this pest.,Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-3FE4F3C9E51482F578,www.infonet-biovision.org,English,en,"It is called pineapple disease because of the characteristic odour of the rotting cuttings, which is like that of decaying pineapples. The interior of affected seed pieces becomes sooty black. Eventually the vascular bundles (tissues conducting fluids in the plant) become fibrous strands in hollow blackened core. In contrast to red rot (which is favoured by excessive soil moisture), pineapple disease is most destructive when cane is planted in dry soil. Another major difference is that the red rot fungus is not soil-borne and infection occurs before planting, whereas pineapple disease fungus lives in the soil.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-371610CFEF913D6337,www.infonet-biovision.org,English,en,"It is called pineapple disease because of the characteristic odour of the rotting cuttings, which is like that of decaying pineapples. The interior of affected seed pieces becomes sooty black. Eventually the vascular bundles (tissues conducting fluids in the plant) become fibrous strands in hollow blackened core.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-5198220D3FF2EA3461,www.infonet-biovision.org,English,en,"In contrast to red rot (which is favoured by excessive soil moisture), pineapple disease is most destructive when cane is planted in dry soil. Another major difference is that the red rot fungus is not soil-borne and infection occurs before planting, whereas pineapple disease fungus lives in the soil.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-99ADED844341972287,www.infonet-biovision.org,English,en,"Sugarcane: Reddening, followed by black areas of rot, on stems of sugarcane with pineapple disease caused by Ceratocystis paradoxa .",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-A32CD5B7744E67C8B5,www.infonet-biovision.org,English,en,Sugarcane: Best management options include planting resistant varieties and rotation.,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-856FF4A158193CD8F7,www.infonet-biovision.org,English,en,"This disease does have overt symptoms: There is a decrease in plant vigour and decline in yields, both of which are noticeable in ratoon crops. Red spots can sometimes be seen in vascular tissues, especially in the nodes. It can be spread by infected planting material and also through mechanical operations.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-446CACBF0ED09C8D44,www.infonet-biovision.org,English,en,Clavibacter xyli ssp. xyli - Discolouration of the nodal and internodal regions of sugarcane stem due to ratoon stunting disease (RSD).,Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-249F26E14B03A9346B,www.infonet-biovision.org,English,en,"Its management involves planting resistant varieties and also hot water treatment of planting material (50 0 C for 2 hours or 52 0 C for 20 minutes). Heat-treated cane cannot be planted straight into commercial fields because its germination is likely to be poor. Secondly, for direct planting under commercial scenario, treatment of cane would be prohibitively expensive. Heat-treated setts are therefore planted in nurseries and harvested about a year later to provide planting material for commercial fields.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-6AF3CD39CEE178BCBE,www.infonet-biovision.org,English,en,"Sugarcane: Every 5-6 years there are explosions in rat population size, mainly attacking food crops and sugarcane.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-8B3EEDB45D84F1AE3B,www.infonet-biovision.org,English,en,"Sugarcane: Do not kill mongoose, snakes, owls and other birds as they are very good predators of rats.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-EF1F668F54F6D059F3,www.infonet-biovision.org,English,en,Some farmers dig a deep ditch around the perimeter of their field to deter rodents from digging tunnels straight into their fields.,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-8552906E7B3116CC96,www.infonet-biovision.org,English,en,"Sugarcane: In Western Kenya a mixture of cow dung and pepper is made, placed in the burrows and then burnt to smoke the rodents out.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-05BF086ECEAE10E6F0,www.infonet-biovision.org,English,en,Sugarcane: Red rot of sugarcane ( Glomerella tucumanensis / Colletotrichum falcatum ),Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-01AFB7D5B5B2A105BD,www.infonet-biovision.org,English,en,"The fungus may infect any part of the sugarcane plant. It is most destructive as a rot of the stalk of standing cane, seed cuttings and/or stubble pieces remaining in the ground after the cane has been harvested. It produces long lesions on the leaf midribs. The lesions on the leaf midribs are dark or red. They may be short and discontinuous or long extending the length of the leaf. The centres become straw-coloured with age and are later covered with black powdery mass of spores of the fungus. However, the leaf lesions cause no serious injury to the plant but are important in the life cycle of the disease because they are sources of the spores that cause infection of the stalk.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-C46B5D1128097883F3,www.infonet-biovision.org,English,en,"Affected plants turn yellow, shrivel and the upper leaves die. On splitting the stalk or seed cutting, the normally white or creamy-white internal tissues are reddened and the reddened area is cross-barred with white or light patches. Any sort of wounding causes a reddening of the stalk tissues next to the wound, but when diseased the characteristic red discolouration extends beyond the point of the wound. In advanced stages of rotting, the interior of the stalk darkens and the tissues shrink, leaving a cavity, which may be filled with mycelium (growth) of the fungus.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-9FC1FAAA770A712C07,www.infonet-biovision.org,English,en,The disease is spread by wind and rain. It is also spread by planting infected seed cuttings and it is enhanced by injuries by sugarcane borers and sugarcane weevils.,Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-D0722138EC53864125,www.infonet-biovision.org,English,en,"Sugarcane red rot (Glomerella tucumanensis) - Red spots on the midrib of the upper leaf surface develop pale yellow to white centres, merging to cover the length of the leaf. Similar spots also occur on the leaf blades.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-99F05BA89B346D9C08,www.infonet-biovision.org,English,en,"Sugarcane: Disease management consists of planting disease-free cuttings, resistant varieties and minimising hazards of injury by borers.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-B01B627AF8E0E78D50,www.infonet-biovision.org,English,en,Treatment of the seedlings with a 20-30 minute hot water treatment at 52 0 C can be effective. For more information on Hot-water treatment click here .,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-2F6D4BCFD01EC70529,www.infonet-biovision.org,English,en,Stemborers are the most important pests of sugarcane. Several species of stemborers attack sugarcane. The most important is the African stemborer.,Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/sugarcane,Sugarcane,Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:45:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
